Feature Id	Gene Symbol	Uni Gene Id	Gene Id	Accession Id	Ref Seq Protein Id	Ref Seq Transcript Id
226357_at	USP19					
226356_at	MIGA2					
226355_at	POC1A					
226354_at	LACTB					
226353_at	SPPL2A					
226352_at	JMY					
226351_at	NSUN4					
226350_at	CHML					
226349_at	C12orf45					
226348_at	FUT11					
226346_at	MEX3A					
226345_at	ARL5B					
226344_at	ZMAT1					
226343_at	DPP8					
226342_at	SPTBN1					
226341_at	OTUD6B-AS1					
226339_at	TRUB1					
226338_at	TMEM55A					
226337_at	GORAB					
226336_at	PPIA					
226335_at	RPS6KA3					
226334_s_at	AHSA2					
226333_at	IL6R					
226331_at	BBX					
226330_s_at	SUPT20H					
226329_s_at	MITD1					
226328_at	KLF16					
226327_at	ZNF507					
226326_at	PCGF5					
226325_at	ADSSL1					
226324_s_at	IFT172					
226323_at	ZNF830					
226322_at	TMTC1					
226321_at	LYSMD3					
226320_at	ALYREF					
226319_s_at	ALYREF					
226318_at	TBRG1					
226317_at	PPP4R2					
226316_at	RBM26					
226315_at	ZNF830					
226314_at	CHST14					
226313_at	C10orf35					
226312_at	RICTOR					
226311_at	ADAMTS2					
226310_at	RICTOR					
226309_at	DNAL1					
226308_at	HAUS8					
226307_at	CRTC2					
226306_at	C6orf1					
226305_at	LYNX1					
226304_at	HSPB6					
226303_at	PGM5					
226302_at	ATP8B1					
226301_at	SLC18B1					
226300_at	MED19					
226299_at	PKN3					
226298_at	RUNDC1					
226297_at	HIPK3					
226296_s_at	MRPS15					
226294_x_at	FAM91A1					
226293_at	MED19					
226292_at	CAPN5					
226291_at	ALS2					
226290_at	BDP1					
226289_at	CAPRIN1					
226288_s_at	NLGN2					
226287_at	CCDC34					
226286_at	ELMOD3					
226285_at	CAPRIN1					
226284_at	ZBTB2					
226283_at	POC1B					
226282_at	PTPN14					
226281_at	DNER					
226127_at	ALKBH3					
226126_at	TBCK					
226125_at	LOC100288152					
226124_at	ZFP90					
226123_at	CHD7					
226122_at	PLEKHG1					
226121_at	DHRS13					
226120_at	TTC8					
226119_at	PCMTD1					
226118_at	CENPO					
226117_at	TIFA					
226116_at	DFFA					
226115_at	AHCTF1					
226114_at	ZNF436					
226113_at	ZNF436					
226112_at	SGCB					
226111_s_at	ZNF385A					
226110_at	PTAR1					
226109_at	C21orf91					
226108_at	ZC3H18					
226107_at	C1GALT1					
226106_at	RNF141					
226105_at	C1GALT1					
226104_at	RNF170					
226103_at	NEXN					
226102_at	ZKSCAN8					
226101_at	PRKCE					
226100_at	KMT2E					
226099_at	ELL2					
226098_at	IFT80					
226097_at	FNDC5					
226096_at	FNDC5					
226095_s_at	ATXN1L					
226094_at	PIK3C2A					
226093_at	DCP1B					
226092_at	MPP5					
226091_s_at	MRFAP1					
226090_x_at	RABL3					
226089_at	RABL3					
226088_at	ZDHHC12					
226087_at	LZIC					
226086_at	SYT13					
226085_at	CBX5					
226084_at	MAP1B					
226083_at	TMEM70					
226082_s_at	SCAF4					
226081_at	LZIC					
226080_at	SSH2					
226079_at	FLYWCH2					
226078_at	RPUSD1					
226077_at	RNF145					
226075_at	SPSB1					
226074_at	PPM1M					
226073_at	TMEM218					
226072_at	FUK					
226071_at	ADAMTSL4					
226070_at	C9orf142					
226069_at	PRICKLE1					
226068_at	SYK					
226067_at	BPIFB1					
226066_at	MITF					
226065_at	PRICKLE1					
226064_s_at	DGAT2					
226063_at	VAV2					
226062_x_at	FAM63A					
226061_s_at	NUDT3					
226060_at	RFT1					
226059_at	TOMM40L					
226058_at	B3GNT9					
226057_at	ARHGAP31					
226056_at	ARHGAP31					
226055_at	ARRDC2					
226054_at	BRD4					
226053_at	MAP2K7					
226052_at	BRD4					
226051_at	SELENOM					
226050_at	TMCO3					
226049_at	ERC1					
226048_at	MAPK8					
226047_at	MRVI1					
226046_at	MAPK8					
226614_s_at	FAM167A					
226613_at	GATSL3					
226612_at	UBE2QL1					
226611_s_at	CENPV					
226610_at	CENPV					
226609_at	DCBLD1					
226608_at	C16orf87					
226607_at	C20orf194					
226606_s_at	MTG2					
226605_at	DGKQ					
226604_at	TMTC3					
226603_at	SAMD9L					
226602_s_at	BCR					
226601_at	SLC30A7					
226600_at	TMTC3					
226599_at	FHDC1					
226598_s_at	MTG2					
226597_at	REEP6					
226596_x_at	UMAD1					
226595_at	SNX21					
226594_at	ENTPD5					
226592_at	ZNF618					
226590_at	ZNF618					
226589_at	TMEM192					
226588_at	CWC22					
226586_at	ANKS6					
226585_at	NEIL2					
226584_s_at	FAM110A					
226583_at	C12orf76					
226582_at	LOC400043					
226581_at	RBSN					
226580_at	BRMS1L					
226578_s_at	DUSP1					
226577_at	PSEN1					
226576_at	ARHGAP26					
226575_at	ZNF462					
226574_at	PSPC1					
226573_at	DIRAS1					
226572_at	SOCS7					
226571_s_at	PTPRS					
226570_at	ATP1B3					
226569_s_at	CHTF18					
226568_at	FAM102B					
226567_at	USP14					
226566_at	TRIM11					
226565_at	TMEM99					
226564_at	ZFAT					
226563_at	SMAD2					
226562_at	ZSCAN29					
226561_at	AGFG1					
226559_at	IER5L					
226557_at	TTC5					
226556_at	MAP3K13					
226555_at	INO80D					
226554_at	ZBTB7A					
226553_at	TMPRSS2					
226552_at	IER5L					
226551_at	RIPK1					
226549_at	SBK1					
226548_at	SBK1					
226547_at	KAT6A					
226546_at	LOC100506844					
226545_at	CD109					
226542_at	RNF24					
226541_at	FBXO30					
226538_at	MAN2A1					
226537_at	HINT3					
226536_at	NSMCE2					
226534_at	KITLG					
226533_at	HINT3					
226531_at	ORAI1					
226530_at	BMF					
226529_at	TMEM106B					
226528_at	MTX3					
226527_at	RPRD2					
226526_s_at	CKAP4					
226525_at	STK17B					
226524_at	C3orf38					
226523_at	TAGLN					
226522_at	PODN					
226521_s_at	FAM175A					
226520_at	LCOR					
226519_s_at	PHYKPL					
226518_at	KCTD10					
226517_at	BCAT1					
226516_at	MFSD12					
226515_at	CCDC127					
226514_at	ZNF71					
226513_at	ASB7					
226045_at	FRS2					
226044_at	TDP1					
226043_at	GPSM1					
226042_at	EDC3					
226041_at	NAPEPLD					
226039_at	MGAT4A					
226038_at	LONRF1					
226037_s_at	TAF9B					
226036_x_at	CASP2					
226035_at	USP31					
226034_at	DUSP4					
226033_at	USP31					
226032_at	CASP2					
226031_at	VPS50					
226030_at	ACADSB					
226029_at	VANGL2					
226028_at	ROBO4					
226027_at	SWI5					
226026_at	DIRC2					
226025_at	ANKRD28					
226024_at	COMMD1					
226023_at	MAP2K7					
226022_at	SASH1					
226021_at	RDH10					
226019_at	OMA1					
226018_at	MTURN					
226017_at	CMTM7					
226016_at	CD47					
226015_at	ZNF12					
226014_at	EIF3F					
226013_at	TRAK1					
226012_at	ANKRD11					
226011_at	CCDC12					
226010_at	SLC25A23					
226009_at	DPCD					
226008_at	NSMCE3					
226007_at	ISCA2					
226006_at	PET100					
226005_at	UBE2G1					
226004_at	CABLES2					
226003_at	KIF21A					
226002_at	GAB1					
226001_at	KLHL5					
226000_at	CTTNBP2NL					
225999_at	RIMKLB					
225998_at	GAB1					
225997_at	MOB1B					
225996_at	LONRF2					
225994_at	CPSF2					
225993_at	EARS2					
225992_at	MLLT10					
225991_at	TMEM41A					
225990_at	BOC					
225989_at	HERC4					
225988_at	HERC4					
225987_at	STEAP4					
225986_x_at	CPSF2					
225985_at	PRKAA1					
225984_at	PRKAA1					
225983_s_at	VWA1					
225982_at	UBTF					
225981_at	HID1					
225980_at	ELMSAN1					
225979_at	PLEKHG2					
225978_at	RIMKLB					
225977_at	PCDH18					
225976_at	BTF3L4					
225975_at	PCDH18					
225974_at	TMEM64					
225973_at	TAP2					
225972_at	TMEM64					
225971_at	DDHD1					
225970_at	DDHD1					
225969_at	ALKBH6					
225968_at	PRICKLE2					
225967_s_at	NDUFAF8					
225966_at	NDUFAF8					
225965_at	DDHD1					
225964_at	ZXDC					
225963_at	KLHL42					
225962_at	ZNRF1					
225961_at	KLHL42					
225960_at	ZNRF1					
225959_s_at	ZNRF1					
225958_at	PHC1					
225957_at	CREBRF					
225956_at	CREBRF					
225955_at	METRNL					
225954_s_at	MIDN					
225953_at	RPRD1A					
225952_at	FLYWCH1					
225951_s_at	LINC01578					
225950_at	SAMD8					
225948_at	APOPT1					
225947_at	MYO19					
225946_at	RASSF8					
225945_at	ZNF655					
225944_at	NLN					
225943_at	NLN					
225942_at	NLN					
225941_at	EIF4E3					
225940_at	EIF4E3					
225939_at	EIF4E3					
225937_at	CUX1					
225936_at	EID2					
225935_at	CUX1					
225934_at	MRPL20					
225933_at	CCDC137					
225932_s_at	HNRNPA2B1					
225931_s_at	RNF213					
225930_at	NKIRAS1					
225929_s_at	RNF213					
225928_at	VTI1B					
225927_at	MAP3K1					
225926_at	VTI1B					
225925_s_at	USP48					
225924_at	FNIP2					
225923_at	VAPB					
225922_at	FNIP2					
225921_at	NIN					
225920_at	LOC148413					
225919_s_at	C9orf72					
225918_at	GLG1					
225917_at	ATF7IP					
225915_at	CAB39L					
225914_s_at	CAB39L					
225913_at	PEAK1					
225912_at	TP53INP1					
225911_at	NPNT					
225910_at	HELZ					
225908_at	IAH1					
225907_at	LOC728743					
225906_at	GATSL2					
225905_s_at	ST3GAL3					
225904_at	CCSAP					
225753_at	ZNF513					
225752_at	NIPA1					
225751_at	RBM17					
225750_at	ERO1A					
225749_at	C16orf91					
225748_at	LTV1					
225747_at	COQ10A					
225746_at	RAB11FIP4					
225745_at	LRP6					
225744_at	ZDHHC8					
225743_at	RPUSD3					
225742_at	MDM4					
225741_at	THUMPD3					
225740_x_at	MDM4					
225739_at	RAB11FIP4					
225738_at	RAPGEF1					
225737_s_at	FBXO22					
225736_at	FBXO22					
225735_at	ANKRD50					
225734_at	FBXO22					
225733_at	B3GALT6					
225732_at	KLHL42					
225731_at	ANKRD50					
225730_s_at	THUMPD3					
225729_at	C6orf89					
225728_at	SORBS2					
225727_at	PLEKHH1					
225726_s_at	PLEKHH1					
225725_at	ZMAT3					
225724_at	PSMA3-AS1					
225723_at	CCDC167					
225721_at	SYNPO2					
225720_at	SYNPO2					
225719_s_at	MRPL55					
225718_at	LNPK					
225717_at	LNPK					
225716_at	BRI3BP					
225715_at	RPTOR					
225713_at	STK11IP					
225712_at	GEMIN5					
225711_at	ARL6IP6					
225710_at	GNB4					
225709_at	ARL6IP6					
225708_at	MED29					
225707_at	ARL6IP6					
225706_at	GLCCI1					
225705_at	CEP95					
225704_at	FBRSL1					
225703_at	FBRSL1					
225702_at	C8orf76					
225701_at	AKNA					
225700_at	GLCCI1					
225698_at	EPB41L4A-AS1					
225697_at	CDK12					
225696_at	COPS7B					
225695_at	SLC35F6					
225694_at	CDK12					
225693_s_at	CAMTA1					
225692_at	CAMTA1					
225691_at	CDK12					
225690_at	CDK12					
225689_at	POMGNT2					
225688_s_at	PHLDB2					
225687_at	FAM83D					
225686_at	SKA2					
225685_at	CDC42EP3					
225684_at	SKA2					
225683_x_at	PHPT1					
225682_s_at	POLR3H					
225681_at	CTHRC1					
225679_at	NAA30					
225678_at	POLR3H					
225677_at	BCAP29					
225676_s_at	DCAF13					
225675_at	TMEM260					
225674_at	BCAP29					
225673_at	MYADM					
225672_at	GOLGA2					
225671_at	SPNS2					
225670_at	FAM173B					
225669_at	IFNAR1					
226280_at	BNIP2					
226279_at	PRSS23					
226278_at	SVIP					
226277_at	COL4A3BP					
226276_at	TMEM167A					
226275_at	MXD1					
226274_at	CLCN5					
226273_at	CLCN5					
226272_at	RCAN3					
226271_at	GDAP1					
226270_at	EXOC2					
226269_at	GDAP1					
226268_at	RAB21					
226267_at	JDP2					
226266_at	PGS1					
226265_at	QSER1					
226264_at	SUSD1					
226263_at	SNRNP48					
226262_at	DHX33					
226261_at	ZNRF2					
226260_x_at	ZNF358					
226259_at	EXOC6					
226257_x_at	MRPS22					
226255_at	ZBTB33					
226254_s_at	CFAP97					
226253_at	LRRC45					
226252_at	ZBTB20					
226251_at	ASXL2					
226250_at	ZBTB20					
226249_at	SNX30					
226248_s_at	KIAA1324					
226247_at	PLEKHA1					
226246_at	KCTD1					
226245_at	KCTD1					
226244_at	CLEC14A					
226243_at	PTRHD1					
226242_at	C1orf131					
226241_s_at	MRPL52					
226240_at	TADA2B					
226239_at	TMEM150A					
226238_at	MCEE					
226237_at	COL8A1					
226236_at	LINC00493					
226235_at	LINC00667					
226234_at	GDF11					
226233_at	B3GALNT2					
226232_at	GDF11					
226231_at	PAWR					
226230_at	PPP4R3B					
226229_s_at	SSU72					
226228_at	AQP4					
226227_x_at	ZFAS1					
226226_at	TMEM45B					
226225_at	MCC					
226224_at	FOXK2					
226223_at	PAWR					
226222_at	RIC1					
226221_at	RIC1					
226220_at	METTL9					
226219_at	ARHGAP30					
226218_at	IL7R					
226217_at	SLC30A7					
226216_at	INSR					
226215_s_at	KDM2B					
226214_at	GDE1					
226213_at	ERBB3					
226212_s_at	INSR					
226211_at	MEG3					
226210_s_at	MEG3					
226209_at	NDUFV3					
226208_at	ZSWIM6					
226207_at	RILPL1					
226206_at	MAFK					
226205_at	ANKRD13D					
226203_at	MYO9A					
226202_at	ZNF398					
226201_at	DOT1L					
226200_at	VARS2					
226199_at	UPRT					
226198_at	TOM1L2					
226197_at	AR					
226196_s_at	IFT43					
226195_at	IFT43					
226194_at	CHAMP1					
226192_at	AR					
226191_at	GSK3B					
226190_at	MAP3K13					
226189_at	ITGB8					
226188_at	LGALSL					
226187_at	CDS1					
226186_at	TMOD2					
226185_at	CDS1					
226184_at	FMNL2					
226183_at	GSK3B					
226181_at	TUBE1					
226180_at	WDR36					
226179_at	SLC25A37					
226178_at	SOCS4					
226177_at	GLTP					
226176_s_at	USP42					
226175_at	TTC9C					
226174_at	USP42					
226173_at	TBC1D25					
226172_at	USP42					
226171_at	ZDHHC3					
226170_at	EYA3					
226169_at	SBF2					
226168_at	ZFAND2B					
226167_at	SYT7					
226166_x_at	STK36					
226165_at	C8orf59					
226164_x_at	RIMKLB					
226163_at	ZBTB9					
226161_at	SLC30A6					
226160_at	H6PD					
226159_at	C5orf51					
226158_at	KLHL24					
226157_at	TFDP2					
226156_at	AKT2					
226155_at	FAM160B1					
226154_at	DNM1L					
226153_s_at	CNOT6L					
226152_at	TTC7B					
226151_x_at	CRYZL1					
226150_at	PLPP5					
226148_at	ZBTB44					
226147_s_at	PIGR					
226146_at	HEIH					
226145_s_at	FRAS1					
226143_at	RAI1					
226142_at	GLIPR1					
226141_at	CCDC149					
226140_s_at	OTUD1					
226139_at	CCDC149					
226137_at	ZFHX3					
226136_at	GLIPR1					
226135_at	UHRF1BP1					
226134_s_at	MSI2					
226133_s_at	TBC1D10A					
226132_s_at	MANEAL					
226131_s_at	RPS16					
226130_at	RPS16					
226129_at	FAM83H					
226128_at	BROX					
225668_at	FAM173B					
225667_s_at	FAM84A					
225666_at	TMTC4					
225665_at	ZAK					
225664_at	COL12A1					
225663_at	ACBD5					
225662_at	ZAK					
225661_at	IFNAR1					
225660_at	SEMA6A					
225659_at	SPOPL					
225658_at	SPOPL					
225657_at	NCBP2-AS2					
225656_at	EFHC1					
225655_at	UHRF1					
225654_at	NSD1					
225653_at	TGFBRAP1					
225652_at	FARP2					
225651_at	UBE2E2					
225650_at	SAMD1					
225649_s_at	STK35					
225648_at	STK35					
225647_s_at	CTSC					
225646_at	CTSC					
225645_at	EHF					
225644_at	CCDC117					
225643_at	MAPK1IP1L					
225641_at	MEF2D					
225640_at	EBLN3P					
225639_at	SKAP2					
225638_at	COA6					
225637_at	DEF8					
225636_at	STAT2					
225635_s_at	EBLN3P					
225634_at	ZC3HAV1					
225633_at	DPY19L3					
225631_at	EEPD1					
225630_at	EEPD1					
225629_s_at	ZBTB4					
225628_s_at	MLLT6					
225627_s_at	CACHD1					
225626_at	PAG1					
225625_at	ALKBH2					
225623_at	CIPC					
225622_at	PAG1					
225621_at	ALG2					
225620_at	RAB35					
225619_at	SLAIN1					
225618_at	ARHGAP27					
225617_at	ODF2					
225616_at	SPRYD4					
225615_at	IFFO2					
225614_at	SAAL1					
225613_at	MAST4					
225612_s_at	B3GNT5					
225611_at	MAST4					
225610_at	UHRF2					
225609_at	GSR					
225607_at	CCDC43					
225606_at	BCL2L11					
225605_at	TP53I13					
225604_s_at	GLIPR2					
225603_s_at	TRIQK					
225602_at	GLIPR2					
225601_at	HMGB3					
225600_at	TRIQK					
225599_s_at	TRIQK					
225598_at	SLC45A4					
225597_at	SLC45A4					
225596_at	KLC4					
225595_at	CREBZF					
225594_at	CREBZF					
225593_at	LSM10					
225592_at	NRM					
225591_at	FBXO25					
225590_at	SH3RF1					
225589_at	SH3RF1					
225588_s_at	TMEM129					
225587_at	TMEM129					
225586_at	DPH7					
225585_at	RAP2A					
225584_at	HCG18					
225583_at	UXS1					
225582_at	ITPRIP					
225581_s_at	MRPL50					
225580_at	MRPL50					
225579_at	PQLC3					
225578_at	MZT1					
225577_at	HCG18					
225576_at	GINM1					
225575_at	LIFR					
225574_at	RWDD4					
225572_at	CREB1					
225571_at	LIFR					
225570_at	SLC41A1					
225568_at	TMEM141					
225567_at	INAFM2					
225566_at	NRP2					
225565_at	CREB1					
225564_at	SPATA13					
225563_at	PAN3					
225562_at	RASA3					
225561_at	SELENOT					
225560_at	POMT2					
225559_at	CCDC174					
225558_at	GIT2					
225557_at	CSRNP1					
225556_at	VMA21					
225555_x_at	AURKAIP1					
225554_s_at	ANAPC7					
225553_at	CNIH1					
225552_x_at	AURKAIP1					
225551_at	CNST					
225550_at	CNST					
225549_at	DDX6					
225548_at	SHROOM3					
225544_at	TBX3					
225543_at	GTF3C4					
225542_at	ACAP3					
225541_at	RPL22L1					
225540_at	MAP2					
225539_at	ZBTB21					
225538_at	ZCCHC9					
225537_at	TRAPPC6B					
225536_at	TMEM54					
225534_at	SMIM19					
225533_at	PHF19					
225532_at	CABLES1					
225531_at	CABLES1					
225530_at	MOB3A					
225529_at	ACAP3					
225528_at	IPO8					
225527_at	CEBPG					
225526_at	MKLN1					
225525_at	KIAA1671					
225524_at	ANTXR2					
225445_at	UBN2					
225444_at	UBN2					
225443_at	DCP1A					
225442_at	DDR2					
225441_x_at	NAA38					
225440_at	AGPAT3					
225439_at	NUDCD1					
225438_at	NUDCD1					
225437_s_at	BRAT1					
225436_at	ABHD17C					
225435_at	SSR1					
225434_at	DEDD2					
225433_at	GTF2A1					
225431_x_at	PM20D2					
225430_at	GATC					
225429_at	PPP6C					
225428_s_at	DDX54					
225427_s_at	NAXE					
225426_at	PPP6C					
225425_s_at	MRPL41					
225424_at	GPAM					
225423_x_at	MRPL41					
225422_at	CDC26					
225421_at	PM20D2					
225420_at	GPAM					
225419_at	MPLKIP					
225418_at	NECTIN2					
225417_at	EPC1					
225416_at	RLIM					
225415_at	DTX3L					
225414_at	RNF149					
225413_at	USMG5					
225412_at	TMEM87B					
225411_at	TMEM87B					
225410_at	COA5					
225409_at	COA5					
225408_at	MBP					
225407_at	MBP					
225406_at	TWSG1					
225405_at	HNRNPUL2					
225404_at	SMIM12					
225403_at	RPP25L					
225402_at	TP53RK					
225401_at	GLMP					
225400_at	TSEN15					
225399_at	TSEN15					
225398_at	RPUSD4					
225397_at	C15orf57					
225396_at	RBBP4					
225395_s_at	FAM120AOS					
225394_s_at	ZCRB1					
225393_at	GATAD2B					
225392_at	GFM2					
225391_at	LOC93622					
225390_s_at	KLF13					
225389_at	BTBD6					
225388_at	TSPAN5					
225387_at	TSPAN5					
225386_s_at	HNRNPLL					
225385_s_at	HNRNPLL					
225384_at	DOCK7					
225383_at	ZNF275					
225382_at	ZNF275					
225381_at	MIR100HG					
225380_at	PKDCC					
225379_at	MAPT					
225378_at	VPS37A					
225377_at	RABL6					
225376_at	GID8					
225373_at	C10orf54					
225372_at	C10orf54					
225371_at	GLE1					
225370_at	PYGO2					
225369_at	ESAM					
225368_at	HIPK2					
225367_at	PGM2					
225366_at	PGM2					
225365_at	ZDHHC20					
225364_at	STK4					
225363_at	PTEN					
225362_at	FAM122B					
225903_at	PIGU					
225902_at	PPIG					
225901_at	PTPMT1					
225900_at	EXOC6B					
225898_at	WDR54					
225897_at	MARCKS					
225896_at	MPRIP					
225895_at	SYNPO2					
225894_at	SYNPO2					
225893_at	RC3H1					
225892_at	IREB2					
225891_at	TPRN					
225890_at	MGME1					
225889_at	AEBP2					
225888_at	NAA25					
225887_at	PROSER1					
225886_at	DDX5					
225885_at	EEA1					
225884_s_at	GZF1					
225883_at	ATG16L2					
225882_at	SLC35B4					
225881_at	SLC35B4					
225880_at	TOR1AIP2					
225879_at	TSEN54					
225878_at	KIF1B					
225877_at	TYSND1					
225876_at	NIPAL3					
225875_s_at	NIPAL3					
225874_at	UBALD1					
225873_at	TYSND1					
225872_at	SLC35F5					
225871_at	STEAP2					
225870_s_at	TRAPPC5					
225869_s_at	UNC93B1					
225868_at	TRIM47					
225867_at	VASN					
225866_at	RPF2					
225865_x_at	NELFCD					
225864_at	FAM84B					
225863_s_at	C19orf12					
225862_at	SLC25A26					
225861_at	MCRIP2					
225860_at	MMP24-AS1					
225859_at	XIAP					
225858_s_at	XIAP					
225857_s_at	SNHG17					
225856_at	CLOCK					
225855_at	EPB41L5					
225854_x_at	IRF2BP2					
225853_at	GNPNAT1					
225852_at	ANKRD17					
225850_at	SFT2D1					
225849_s_at	SFT2D1					
225848_at	ZNF746					
225847_at	NCEH1					
225846_at	ESRP1					
225845_at	ZBTB44					
225844_at	POLE4					
225843_at	ZFYVE19					
225842_at	PHLDA1					
225841_at	HENMT1					
225840_at	TEF					
225839_at	RBM33					
225838_at	EPC2					
225837_at	RHNO1					
225836_s_at	RHNO1					
225835_at	SLC12A2					
225833_at	DAGLB					
225832_s_at	DAGLB					
225831_at	LUZP1					
225830_at	PDZD8					
225829_at	PDZD8					
225828_at	DAGLB					
225827_at	AGO2					
225826_at	MMAB					
225825_at	C20orf194					
225824_at	CCNK					
225823_at	C19orf70					
225822_at	TMEM125					
225821_s_at	BOD1L1					
225820_at	JADE1					
225819_at	TBRG1					
225818_s_at	TBRG1					
225817_at	CGNL1					
225816_at	JADE1					
225815_at	CPLX2					
225814_at	XRN1					
225813_at	RC3H2					
225812_at	FAM229B					
225811_at	C11orf58					
225810_at	MTMR10					
225809_at	PARM1					
225808_at	METTL23					
225807_at	AJUBA					
225806_at	AJUBA					
225805_at	HNRNPU					
225804_at	CYB5D2					
225803_at	FBXO32					
225802_at	TOP1MT					
225801_at	FBXO32					
225800_at	JAZF1					
225798_at	JAZF1					
225797_at	MRPL54					
225796_at	PXK					
225795_at	SMDT1					
225794_s_at	SMDT1					
225793_at	LIX1L					
225792_at	HOOK1					
225791_at	UBE2F					
225790_at	MSRB3					
225789_at	AGAP3					
225788_at	RRP36					
225787_at	UBE2F					
225785_at	REEP3					
225784_s_at	ZC4H2					
225783_at	UBE2F					
225782_at	MSRB3					
225781_at	MAPK9					
225779_at	SLC27A4					
225778_at	RBMS2					
225777_at	SAPCD2					
225776_at	RBMS2					
225775_at	TSPAN33					
225774_at	RSPRY1					
225773_at	RSPRY1					
225772_s_at	COX14					
225771_at	AP1G1					
225770_at	RSPRY1					
225769_at	COG6					
225768_at	NR1D2					
225766_s_at	TNPO1					
225765_at	TNPO1					
225764_at	ETV6					
225763_at	RCSD1					
225762_x_at	RNA45S5					
225761_at	PAPD4					
225760_at	MYSM1					
225759_x_at	CLMN					
225758_s_at	TUBGCP6					
225757_s_at	CLMN					
225755_at	KLHDC8B					
225754_at	AP1G1					
225361_x_at	FAM122B					
225360_at	TRABD					
225359_at	DNAJC19					
225358_at	DNAJC19					
225357_s_at	INO80					
225356_at	SFT2D2					
225355_at	NEURL1B					
225354_s_at	SH3BGRL2					
225353_s_at	C1QC					
225352_at	SEC62					
225350_s_at	ZYG11B					
225349_at	ZNF496					
225348_at	SRSF10					
225347_at	ARL8A					
225346_at	MTERF2					
225345_s_at	FBXO32					
225344_at	NCOA7					
225343_at	TMED8					
225342_at	AK4					
225341_at	MTERF2					
225340_s_at	CAPRIN1					
225339_at	SPAG9					
225338_at	ZYG11B					
225337_at	ABHD2					
225336_at	SCAF11					
225335_at	ZNF496					
225334_at	BORCS7					
225333_at	ZNF496					
225332_at	OIP5-AS1					
225331_at	CCDC50					
225330_at	IGF1R					
225329_at	MCRIP1					
225328_at	FBXO32					
225327_at	FAM214A					
225326_at	RBM27					
225325_at	MFSD6					
225324_at	CRLS1					
225323_at	CC2D1B					
225322_s_at	FAAP100					
225320_at	MCU					
225318_at	WHSC1L1					
225317_at	ACBD6					
225316_at	MFSD2A					
225315_at	MRPL21					
225314_at	OCIAD2					
225313_at	FAM217B					
225312_at	COMMD6					
225311_at	IVD					
225309_at	PHF5A					
225308_s_at	TANC1					
225307_at	ZNF511					
225306_s_at	SLC25A29					
225305_at	SLC25A29					
225304_s_at	NDUFA11					
225303_at	KIRREL					
225302_at	TMX3					
225301_s_at	MYO5B					
225300_at	KNSTRN					
225299_at	MYO5B					
225298_at	PNKD					
225297_at	HAUS1					
225296_at	ZNF317					
225295_at	SLC39A10					
225294_s_at	TRAPPC1					
225293_at	COL27A1					
225292_at	COL27A1					
225291_at	PNPT1					
225290_at	ETNK1					
225289_at	STAT3					
225288_at	COL27A1					
225287_s_at	TMEM55B					
225286_at	ARSD					
225285_at	BCAT1					
225284_at	DNAJC3					
225283_at	ARRDC4					
225282_at	SMAP2					
225281_at	NEPRO					
225280_x_at	ARSD					
225279_s_at	NEPRO					
225278_at	PRKAB2					
225277_at	SLC39A13					
225276_at	GSPT1					
225275_at	EDIL3					
225274_at	PCYOX1					
225273_at	WWC3					
225272_at	SAT2					
225271_at	TMEM63B					
225270_at	NEO1					
225269_s_at	RBMS1					
225268_at	KPNA4					
225267_at	KPNA4					
225266_at	ZNF652					
225265_at	RBMS1					
225264_at	RARS2					
225263_at	HS6ST1					
225262_at	FOSL2					
225261_x_at	NELFCD					
225260_s_at	MRPL32					
225259_at	RAB6B					
225258_at	FBLIM1					
225257_at	CCDC97					
225255_at	MRPL35					
225254_at	CCDC97					
225252_at	SRXN1					
225251_at	RAB24					
225250_at	STIM2					
225249_at	SPPL2B					
225248_at	SPPL2B					
225247_at	TMEM259					
225246_at	STIM2					
225245_x_at	H2AFJ					
225243_s_at	SLMAP					
225242_s_at	CCDC80					
225241_at	CCDC80					
225240_s_at	MSI2					
225238_at	MSI2					
225237_s_at	MSI2					
225236_at	RBM18					
225235_at	TSPAN17					
225234_at	CBL					
225233_at	MSI2					
225232_at	MTMR12					
225231_at	CBL					
225230_at	DRAM2					
225229_at	AFF4					
225228_at	DRAM2					
225227_at	SKIL					
225226_at	STRIP1					
225225_at	OIP5-AS1					
225224_at	NOL4L					
225223_at	SMAD5					
225222_at	MFSD14A					
225221_at	ZKSCAN1					
225219_at	SMAD5					
225218_at	ZFYVE27					
225179_at	UBE2K					
225178_at	TTC14					
225177_at	RAB11FIP1					
225176_at	LNPEP					
225175_s_at	SLC44A2					
225174_at	DNAJC10					
225173_at	ARHGAP18					
225172_at	CRAMP1					
225171_at	ARHGAP18					
225170_at	WDR5					
225169_at	INTS4					
225168_at	FRMD4A					
225167_at	FRMD4A					
225166_at	ARHGAP18					
225165_at	PPP1R1B					
225164_s_at	EIF2AK4					
225163_at	FRMD4A					
225162_at	SH3D19					
225161_at	GFM1					
225160_x_at	MDM2					
225159_s_at	ELK4					
225158_at	GFM1					
225157_at	MLXIP					
225156_at	ELOF1					
225154_at	SYAP1					
225153_at	GFM1					
225152_at	ZNF622					
225151_at	RTKN					
225150_s_at	RTKN					
225149_at	PCID2					
225148_at	RPS19BP1					
225147_at	CYTH3					
225146_at	FAM219A					
225145_at	NCOA5					
225144_at	BMPR2					
225143_at	SFXN4					
225142_at	KDM7A					
