Feature Id	Gene Symbol	Uni Gene Id	Gene Id	Accession Id	Ref Seq Protein Id	Ref Seq Transcript Id
1563874_at	WDR72					
1563872_at	LOC284395					
1563868_a_at	SPATA31E1					
1563867_at	LOC283194					
1563863_x_at	TCEANC					
1563862_at	TCEANC					
1563860_at	LOC400965					
1563854_s_at	LOC283045					
1563853_at	LOC283045					
1563849_at	SH2D4B					
1563842_at	PIGG					
1563839_at	TBC1D7					
1563834_a_at	AKNAD1					
1563833_at	INPP4B					
1563830_a_at	FHAD1					
1563827_at	LOC158434					
1563822_at	LOC100131763					
1563821_at	LINC00858					
1563816_at	GAB4					
1563814_at	C2orf50					
1563809_a_at	MCF2L					
1563808_at	MCF2L					
1563805_a_at	FAM83C					
1563802_at	LINC01226					
1563800_at	LOC283140					
1563796_s_at	EARS2					
1563794_s_at	IFT122					
1563793_at	LOC100130278					
1563792_at	AMN					
1563787_a_at	CAGE1					
1563783_a_at	ZNF333					
1563781_at	LOC401320					
1563776_at	LOC100507283					
1563772_a_at	LAMA3					
1563771_a_at	LOC101929073					
1563770_at	ZBTB8B					
1563754_at	GRIK2					
1563750_at	LRRC37A8P					
1563745_a_at	ZMIZ1-AS1					
1563744_a_at	DISC1					
1563743_at	LINC01555					
1563742_at	LINC00842					
1563728_at	LINC00032					
1563725_at	ZNF583					
1563720_at	GPR141					
1563708_at	SFXN5					
1563707_at	LOC105369748					
1563696_at	HSD17B4					
1563691_at	LOC285300					
1563687_a_at	FRYL					
1563685_at	LOC285422					
1563680_at	LOC284950					
1563679_at	LINC01104					
1563677_at	CDON					
1563674_at	FCRL2					
1563673_a_at	ALS2CR11					
1563671_at	LACE1					
1563670_at	ZSCAN23					
1563668_at	MORN1					
1563662_at	LYRM4-AS1					
1563659_at	HERC6					
1563658_a_at	SYT9					
1563657_at	PLXND1					
1563655_at	TNNT2					
1563654_at	LOC619427					
1563646_a_at	TMEM67					
1563641_a_at	SNX20					
1563639_a_at	FHAD1					
1563638_at	TVP23A					
1563637_at	LOC729652					
1563635_at	ITGA9-AS1					
1563632_at	TMEM72-AS1					
1563629_a_at	ERVK13-1					
1563620_at	BTRC					
1563614_at	MTBP					
1563610_at	LOC157273					
1563608_a_at	KCNT1					
1563607_x_at	LOC286359					
1563606_a_at	LOC286359					
1563595_at	SRGAP3					
1563589_at	LOC340184					
1563587_at	CDH4					
1563586_at	LOC401324					
1563584_at	PIEZO2					
1563581_at	RPL34-AS1					
1563572_at	LOC152274					
1563571_at	CTBP1-AS					
1563568_at	LINC00559					
1563565_at	INPP5B					
1563563_at	CCDC40					
1563560_at	AHNAK					
1563559_at	FMN1					
1563549_a_at	ANO8					
1563542_a_at	SCML4					
1563539_at	LOC101927610					
1563533_at	GADL1					
1563532_at	HMCN2					
1563528_at	RAPGEF4-AS1					
1563524_a_at	ITPK1-AS1					
1563522_at	DDX10					
1563521_at	MOB3B					
1563513_at	SYTL4					
1563512_at	NOS1AP					
1563511_at	DKFZp451B082					
1563505_at	DUSP16					
1563502_at	ZDHHC2					
1563498_s_at	SLC25A45					
1563497_at	USP25					
1563496_at	RNF217-AS1					
1563495_at	SLC9C2					
1563489_at	LOC285638					
1563488_at	TMEM132B					
1563484_at	LOC101927766					
1563483_at	LINC00869					
1563478_at	KIAA1671					
1563475_s_at	ETFBKMT					
1563474_at	ETFBKMT					
1563471_at	EPG5					
1563466_at	MYLK					
1563465_at	PKD1L1					
1563462_at	LINC01091					
1563458_at	PARVA					
1563456_at	CCDC141					
1563455_at	SIK3					
1563454_at	SOX6					
1563452_at	AVL9					
1563445_x_at	CTSLP8					
1563431_x_at	CALM3					
1563427_at	LOC101928031					
1563407_x_at	ATP4B					
1563405_at	ATP4B					
1563250_at	LOC101927362					
1563247_at	LOC101927526					
1563246_at	LINC01432					
1563245_at	CLYBL-AS2					
1563241_at	LOC101927018					
1563235_at	LOC105372953					
1563228_x_at	SLC38A10					
1563226_at	SLC38A10					
1563223_a_at	CENPI					
1563222_at	TMBIM4					
1563221_at	LOC414300					
1563219_at	NADK2-AS1					
1563209_a_at	MACROD2					
1563208_s_at	IGF2BP2-AS1					
1563207_at	IGF2BP2-AS1					
1563204_at	ZNF627					
1563190_at	LOC105372069					
1563188_at	LOC102723448					
1563185_at	LOC102800447					
1563182_at	ACVR1C					
1563174_at	LINC01243					
1563171_at	GNA14-AS1					
1563170_at	LOC101927059					
1563168_at	NRG1-IT1					
1563165_at	LOC101928978					
1563160_at	F11					
1563157_at	FOXP1-AS1					
1563154_at	LOC101927790					
1563145_at	LINC00301					
1563143_at	LOC100507065					
1563142_at	LOC105373418					
1563137_at	MGAT5B					
1563135_at	LOC101927616					
1563132_at	LINC01169					
1563127_at	LINC01428					
1563121_at	LOC101927650					
1563120_at	LOC100129029					
1563119_at	HP09025					
1563117_at	LOC388456					
1563116_at	LOC101927363					
1563114_at	RNF17					
1563113_at	UBR4					
1563111_a_at	PIGX					
1563108_at	ELFN2					
1563107_at	LOC101927843					
1563103_at	PLCE1-AS2					
1563101_at	ARNTL2-AS1					
1563099_at	LOC100507053					
1563098_at	IGFN1					
1563097_at	DNAH12					
1563090_at	CCDC33					
1563089_at	LOC101926948					
1563088_a_at	AATBC					
1563086_at	LOC101928894					
1563083_s_at	LINC00486					
1563082_at	LINC00486					
1563081_at	LOC101929872					
1563079_at	LOC100289090					
1563078_at	LOC101929460					
1563077_at	LOC100289058					
1563074_at	LOC255654					
1563073_at	LINC01282					
1563071_at	LOC100289061					
1563070_at	LINC01395					
1563069_at	LOC105372761					
1563064_at	LOC101927313					
1563063_at	LINC01049					
1563062_at	LINC00460					
1563059_at	LOC340581					
1563053_at	LOC729083					
1563051_at	OSBP					
1563044_at	LOC101927865					
1563043_at	LINC00620					
1563042_at	LOC338694					
1563040_s_at	LARGE-AS1					
1563039_at	LARGE-AS1					
1563035_x_at	GPD1					
1563034_at	GPD1					
1563031_at	LOC101929680					
1563027_at	LOC101927406					
1563022_at	CCDC160					
1564785_at	LINC01599					
1564783_x_at	OFCC1					
1564777_at	HYALP1					
1564758_at	LOC643659					
1564757_a_at	CCDC148					
1564749_at	LOC100289045					
1564746_at	SLC9B2					
1564736_a_at	CASP12					
1564721_at	LOC101927588					
1564713_a_at	FOXN4					
1564709_at	LOC286238					
1564707_x_at	GLS2					
1564706_s_at	GLS2					
1564705_at	GLS2					
1564697_a_at	LINC01144					
1564691_at	LL0XNC01-116E7.2					
1564688_a_at	RAD9B					
1564685_a_at	PACRG-AS2					
1564684_at	BTN2A2					
1564683_at	TBL3					
1564679_at	ASB15					
1564674_a_at	CDC20B					
1564670_at	RAMP2-AS1					
1564662_at	ZNF852					
1564660_at	LOC100131864					
1564658_at	NAT16					
1564653_s_at	LEKR1					
1564651_at	SMIM13					
1564642_at	RUNX1T1					
1564640_at	MGA					
1564639_at	LOC100291323					
1564637_a_at	FAM98B					
1564635_a_at	FHAD1					
1564630_at	EDN1					
1564627_at	DNAJC13					
1564621_a_at	MEI1					
1564603_at	NUTM1					
1564601_at	LINC00221					
1564600_a_at	CCDC36					
1564598_a_at	VWA3B					
1564595_at	LINC01103					
1564591_a_at	TMC1					
1564590_a_at	OFCC1					
1564584_at	LOC100506557					
1564573_at	IFITM10					
1564561_at	LINC01442					
1564559_at	LOC728073					
1564548_at	LOC642620					
1564539_at	LOC647323					
1564537_a_at	ASB10					
1564536_at	ASB10					
1564533_at	LOC643711					
1564525_at	GSN					
1564521_x_at	PRMT5					
1564520_s_at	PRMT5					
1564514_at	SNRK					
1564511_a_at	FSTL4					
1564504_at	ASIC5					
1564494_s_at	P4HB					
1564491_at	SPANXA2-OT1					
1564490_at	LINC01165					
1564485_at	LINC00887					
1564482_at	ATP5O					
1564475_s_at	ZBED3-AS1					
1564474_at	ZBED3-AS1					
1564473_at	ESCO2					
1564471_at	LOC100130815					
1564469_at	LMOD3					
1564467_at	FAM161A					
1564466_at	SOX9-AS1					
1564463_at	KLF13					
1564460_at	LINC01281					
1564459_at	DDC-AS1					
1564449_at	USP2-AS1					
1564446_at	LOC284930					
1564444_at	LOC100130264					
1564443_at	DLEU2					
1564439_a_at	MRGPRG-AS1					
1564435_a_at	KRT72					
1564431_a_at	LCNL1					
1564426_x_at	LOC729732					
1564423_a_at	SEC16B					
1564421_at	DLGAP2-AS1					
1564414_a_at	PNLDC1					
1564413_at	LINC01356					
1564403_at	GVQW1					
1564402_at	LOC146795					
1564401_at	LOC400748					
1564400_at	SMIM21					
1564399_a_at	ARMCX4					
1564392_at	LINC00320					
1564387_at	DOPEY1					
1564386_at	TXNDC8					
1564385_at	LOC219688					
1564383_s_at	FLJ35934					
1564381_s_at	CEBPZOS					
1564377_at	SHANK2					
1564373_a_at	LOC283887					
1564372_s_at	CASC2					
1564371_a_at	CASC2					
1564367_at	CXXC1P1					
1564362_x_at	ZNF843					
1564360_a_at	CCDC144NL-AS1					
1564359_a_at	CCDC144NL-AS1					
1564356_at	ZNF568					
1564352_at	CECR3					
1564344_at	ATP9B					
1564339_a_at	CHRM3					
1564338_at	LOC101927257					
1564337_at	LOC101929538					
1564334_at	LINC00304					
1564333_a_at	PSAPL1					
1564327_at	LOC642696					
1564323_at	LOC101928405					
1564319_at	FAM71E2					
1564318_at	POLR3A					
1564315_at	C8orf49					
1564314_at	LOC219690					
1564310_a_at	PARP15					
1564309_at	LINC00486					
1564308_a_at	MPP7					
1564307_a_at	A2ML1					
1564301_a_at	RPAIN					
1564300_at	IQCF5-AS1					
1564299_at	LOC100127940					
1564295_at	LOC401585					
1564287_at	LINC00410					
1564285_at	HFM1					
1564282_a_at	LINC00491					
1564281_at	LINC00491					
1564280_x_at	LOC100133920					
1564276_at	C5orf56					
1564274_at	C9orf47					
1564272_a_at	KLHDC1					
1564263_at	LINC00330					
1564257_at	ACTA2-AS1					
1564254_at	KY					
1564253_at	LOC285766					
1564251_at	EMID1					
1564244_a_at	LARGE-AS1					
1564242_at	TRPM2-AS					
1564241_at	ATP1A4					
1564238_a_at	WDR49					
1564235_at	LOC729866					
1564233_at	FLJ33534					
1564231_at	IFT80					
1564229_at	LOC729173					
1564224_x_at	C1RL-AS1					
1564220_a_at	LINC01234					
1564212_at	LOC101929762					
1564211_at	LINC01550					
1564209_at	LINC00700					
1564208_x_at	LINC00957					
1564207_at	LINC00957					
1564204_at	LINC00869					
1564203_at	LOC147004					
1564202_at	LOC100131756					
1564200_at	LINC00607					
1564198_a_at	C10orf90					
1564194_a_at	MS4A15					
1564193_at	KIAA2012					
1564190_x_at	ZNF519					
1564178_at	LINC00841					
1563018_at	TBX5					
1563015_at	LOC101928135					
1563014_at	RPS15					
1563013_at	LOC646522					
1563010_at	ITGB8					
1563009_at	LOC284930					
1563008_at	LOC100287877					
1563007_at	LOC101929241					
1563005_at	LOC101929441					
1563003_at	ITGAX					
1562997_a_at	LOC105374042					
1562991_at	ZNF292					
1562990_at	LINC00564					
1562989_at	LOC101929902					
1562988_at	ZSCAN30					
1562984_at	LOC101928937					
1562983_at	LOC441025					
1562982_at	LINC01448					
1562981_at	HBB					
1562973_at	LOC101928201					
1562972_at	LINC00929					
1562969_at	DNMBP					
1562966_at	KIAA1217					
1562960_at	KCNQ1-AS1					
1562953_s_at	WDFY3-AS2					
1562950_at	LOC101927210					
1562949_at	LINC00358					
1562945_at	LOC105378130					
1562943_at	MACROD2-AS1					
1562939_at	CARMIL1					
1562938_at	FAHD2CP					
1562934_at	LOC101927460					
1562930_at	SRRM2-AS1					
1562925_at	LOC101927648					
1562924_at	LOC340357					
1562923_at	LOC101928449					
1562922_at	LOC101929133					
1562921_at	EP300-AS1					
1562920_at	LOC441086					
1562919_at	FAM45A					
1562916_at	LINC00102					
1562915_at	LOC101927513					
1562914_a_at	LINC00905					
1562910_at	SH3PXD2B					
1562909_at	LINC00862					
1562908_at	LOC339468					
1562906_at	FAM170A					
1562904_s_at	FAM86B3P					
1562903_at	FAM86B3P					
1562902_at	LOC101927723					
1562901_at	LINC01197					
1562896_at	TNRC18					
1562895_at	LOC101927502					
1562893_at	LOC101927657					
1562892_at	CHCHD5					
1562888_at	GLB1L3					
1562885_at	LOC101929002					
1562880_at	LOC100288238					
1562878_at	LOC102723704					
1562876_s_at	MIR4435-2HG					
1562871_at	AOX2P					
1562870_at	LOC101929517					
1562869_at	LOC101929406					
1562864_at	PACRG-AS2					
1562861_at	LINC01231					
1562860_at	LOC101928271					
1562857_at	LOC101928417					
1562854_at	CCDC181					
1562850_at	LOC101928283					
1562848_at	IST1					
1562847_at	LOC101929297					
1562845_at	EP400NL					
1562844_at	LINC01115					
1562841_at	LOC339666					
1562839_at	LINC00894					
1562836_at	DDX6					
1562832_at	IGF2BP2-AS1					
1562831_a_at	WDR11-AS1					
1562830_at	METTL15					
1562829_at	LOC339568					
1562827_at	DIO2-AS1					
1562826_at	PLCE1-AS2					
1562825_at	LOC105372404					
1562823_at	ROR1-AS1					
1562822_at	LOC101928389					
1562821_a_at	DSCAM-AS1					
1562818_at	NMNAT2					
1562815_at	EFCAB6					
1562812_at	ZNF32-AS3					
1562811_at	CTD-2194D22.4					
1562805_at	TLR8-AS1					
1562803_at	LRRC37A5P					
1562802_at	LINC00210					
1562801_at	LOC101927379					
1562797_at	LOC101927467					
1562792_at	LOC101927157					
1562791_at	MYCBPAP					
1562790_at	NCALD					
1562789_at	ZNF229					
1562788_at	LINC01342					
1562786_at	LOC101928886					
1562785_at	HERC6					
1562783_at	LOC100128840					
1562778_at	FAM166A					
1562777_at	ERV3-1					
1562776_at	LOC339807					
1562775_at	NUDT12					
1562772_a_at	DAND5					
1562771_at	LOC101928277					
1562770_at	SPATA13					
1562765_at	WWTR1-AS1					
1562764_at	LOC100507351					
1562762_at	C3orf56					
1562761_at	NMRK1					
1562760_at	LOC101929288					
1562759_at	LOC101927044					
1562754_at	LOC339260					
1562753_at	ST6GALNAC5					
1562749_at	LOC644090					
1562748_at	LINGO1-AS1					
1562747_at	LOC101928101					
1562743_at	ZNF33B					
1562742_at	LINC01362					
1562741_at	UBXN4					
1562740_at	DNAJB8-AS1					
1562739_at	LOC285593					
1562738_a_at	USP3-AS1					
1562736_at	LHX9					
1562733_at	LINC00092					
1562732_at	TMEM232					
1562731_s_at	MDS2					
1562728_at	LINC01533					
1562724_at	LOC286114					
1562720_at	LOC101927286					
1562719_at	LOC101928476					
1562712_at	LRRC8C					
1562710_at	LOC101928553					
1562703_at	LINC00964					
1562701_at	CTD-2297D10.2					
1562699_at	LOC101928847					
1562698_x_at	LOC339988					
1562697_at	LOC339988					
1562696_at	FAM155A-IT1					
1562695_at	FOXN4					
1562694_at	IGF2BP2-AS1					
1562693_at	LOC105372520					
1562691_at	FGF10-AS1					
1562690_at	LOC101929319					
1562689_at	LOC151484					
1562683_a_at	LINC01097					
1562682_at	RORA-AS1					
1562681_at	KRTAP5-AS1					
1562675_at	FAAP20					
1562671_s_at	LOC105370629					
1562670_at	LOC105370629					
1562664_at	LOC102724434					
1562659_at	LOC400548					
1562657_a_at	C10orf90					
1562655_at	LOC101927447					
1562653_at	LOC101929413					
1562651_at	ZSCAN1					
1562650_at	FRYL					
1562648_at	CCDC88A					
1562645_at	LOC401176					
1562644_at	MTHFD2L					
1562643_at	LOC101929279					
1562641_at	FAM122C					
1562640_at	HOXA-AS2					
1562639_at	KIF6					
1562638_at	LOC339874					
1562637_at	SAMD12					
1562634_at	LOC101927869					
1562633_at	RMST					
1562632_at	LOC285191					
1562631_at	TEX26-AS1					
1562630_at	LOC101928651					
1562629_a_at	KRT40					
1562628_at	KRT40					
1562627_at	LOC100130078					
1562625_at	FRYL					
1562623_at	LOC146513					
1562621_at	LOC101927040					
1562619_at	NME9					
1562617_at	LOC340074					
1562606_a_at	LOC440028					
1562604_at	LOC101927043					
1562601_at	LINC01121					
1562598_at	DLG5-AS1					
1562597_at	LOC101929505					
1562596_at	LINC00437					
1562595_at	LOC101928314					
1562591_a_at	OFCC1					
1562590_at	PRTG					
1562589_at	LOC101928460					
1562587_at	CLNK					
1562585_at	LOC284263					
1562581_at	LOC254028					
1562573_at	CYP17A1					
1562568_at	LOC400541					
1562566_at	TRAF3IP2-AS1					
1562563_at	HCN1					
1562562_at	ANKUB1					
1562559_at	CARD19					
1562558_at	LOC440704					
1562557_at	LOC101928144					
1562549_at	LINC01271					
1562543_at	LOC101927660					
1562540_at	LOC339978					
1562537_at	FCER1A					
1562527_at	LOC441666					
1562524_at	THSD4-AS1					
1562523_at	LOC101927641					
1562520_at	LOC101929473					
1562516_at	WDR60					
1562512_at	SMPDL3A					
1562511_at	LYST					
1563397_at	LOC105374768					
1563391_at	LOC101927553					
1563389_at	TH2LCRR					
1563385_at	LINC00307					
1563376_at	LOC101929174					
1563373_at	LINC01220					
1563370_at	LOC101928813					
1563369_at	LINC00173					
1563367_at	MAPT-AS1					
1563362_at	D21S2090E					
1563361_at	RNF216					
1563346_at	C21orf91-OT1					
1563344_at	ZNF628					
1563335_at	IRGM					
1563327_a_at	LINC01545					
1563324_at	LOC100129603					
1563321_s_at	MLLT10					
1563318_s_at	MAGIX					
1563316_at	NEGR1-IT1					
1563315_s_at	ERICH1					
1563302_at	LOC101927534					
1563300_at	LOC101929584					
1563298_at	LOC101927331					
1563297_s_at	LOC101928907					
1563296_at	LINC00572					
1563290_at	DNAH3					
1563287_at	LOC101929019					
1563283_at	LOC101927247					
1563274_at	LOC101929269					
1563272_at	TBC1D8B					
1563265_at	HNF4A-AS1					
1563263_at	PLCG2					
1563260_at	LINC00587					
1563255_at	FAM170B-AS1					
1563254_a_at	FAM170B-AS1					
1563253_s_at	ERBB3					
1563252_at	ERBB3					
1562510_at	LINC01343					
1562509_at	TMEM108-AS1					
1562501_at	LOC255177					
1562496_at	LOC339539					
1562495_at	ANKFY1					
1562492_at	LOC340090					
1562491_at	LOC101928622					
1562490_at	THEM5					
1562488_at	PIEZO2					
1562487_at	LOC101927623					
1562484_at	MEIOC					
1562481_at	PCBP1-AS1					
1562478_at	LINC00659					
1562477_at	EBF2					
1562475_at	TEX41					
1562474_at	LOC101929147					
1562470_at	TCEANC2					
1562469_at	CASC15					
1562463_at	LOC101929260					
1562462_at	DNAH10					
1562460_at	CNDP2					
1562458_at	UBE2W					
1562457_at	NCKAP5L					
1562455_at	LOC101929586					
1562449_s_at	LARGE-AS1					
1562447_a_at	PPP1R26-AS1					
1562446_at	ZNF391					
1562443_at	CLVS2					
1562442_a_at	SSBP1					
1562440_at	MAP3K13					
1562439_at	NCOA3					
1562436_at	CARS-AS1					
1562434_at	UNK					
1562433_at	LINC01181					
1562428_at	LOC654780					
1562426_a_at	STK24					
1562425_at	STK24					
1562424_at	LOC285889					
1562418_at	LOC105372762					
1562415_a_at	SPOCD1					
1562414_at	LOC100509814					
1562413_at	LINC00167					
1562412_at	GPR89B					
1562411_at	MYLK3					
1562409_s_at	LOC101926984					
1562408_at	LOC101926984					
1562403_a_at	SLC8A3					
1562400_at	LOC283112					
1562392_at	MRPL23					
1562391_at	B3GALNT2					
1562389_at	LOC101927359					
1562388_at	LOC285819					
1562387_at	C5orf42					
1562386_s_at	ZNF501					
1562383_at	MIR4313					
1562381_at	HLA-F-AS1					
1562378_s_at	PROM2					
1562372_at	SV2C					
1562371_s_at	VWA3B					
1562368_at	CARD11					
1562367_at	C15orf54					
1562365_at	LOC286177					
1562364_at	GVINP1					
1562353_x_at	LOC101928583					
1562352_at	LOC101928583					
1562349_at	TRAPPC2					
1562348_at	LINC00664					
1562338_at	MARCH1					
1562337_at	OR7D2					
1562336_at	CASC2					
1562330_s_at	CSMD1					
1562329_at	CSMD1					
1562326_at	LINC01122					
1562321_at	PDK4					
1562320_at	NAV2-AS5					
1562319_at	FAM169B					
1562317_at	FAM186A					
1562313_at	BCORP1					
1562310_at	LOC101927165					
1562309_s_at	PHF21B					
1562308_at	LINC01579					
1562305_x_at	ZKSCAN3					
1562303_at	ZKSCAN3					
1562301_at	C8orf34					
1562299_at	TTC6					
1562295_at	ADAMTS9-AS2					
1562294_x_at	ANKRD30B					
1562292_at	ANKRD30B					
1562287_at	SNTG1					
1562282_at	ZNF568					
1562278_at	DNAH1					
1562274_at	LOC101928446					
1562273_at	CNGA4					
1562272_at	LOC101927914					
1562271_x_at	ARHGEF7					
1562270_at	ARHGEF7					
1562269_at	LOC105377468					
1562267_s_at	ZNF709					
1562264_at	LOC339685					
1562263_at	LOC100507156					
1562261_at	AMZ1					
1562259_at	TEX9					
1562257_x_at	NLRP1					
1562256_at	NLRP1					
1562255_at	SYTL3					
1562254_at	STK35					
1562253_at	SLC7A11-AS1					
1562251_a_at	LOC574538					
1562249_at	EPHA1-AS1					
1562247_at	LOC286058					
1562245_a_at	ZNF578					
1562244_at	ZNF578					
1562240_at	PLXNA4					
1562239_at	SGSM1					
1562238_at	USPL1					
1562236_at	KAT6B					
1562234_a_at	NAV3					
1562228_s_at	PDE5A					
1562227_at	PDE5A					
1562226_at	VWDE					
1562223_at	LOC642426					
1562222_at	LOC101927606					
1562219_at	LINC00951					
1562217_at	LOC646383					
1562214_at	LINC01107					
1562211_a_at	ZNF491					
1562209_at	DCAF4L1					
1562190_at	LOC101928739					
1562173_a_at	LINC00555					
1562167_a_at	DEFB122					
1562157_at	LINC01526					
1562152_at	LOC101928298					
1562142_at	SKIV2L2					
1562139_a_at	FOXP2					
1562133_x_at	ZNF90					
1562034_at	LINC00163					
1562031_at	JAK2					
1562030_at	LOC284898					
1562029_at	LOC101927495					
1562028_at	CCND3					
1562026_at	WNK2					
1562020_s_at	NT5DC4					
1562019_at	NT5DC4					
1562017_at	LOC100130654					
1562013_a_at	LOC100506730					
1562012_at	LOC100506730					
1562011_at	DOCK4-AS1					
1562005_at	RIN3					
1562004_x_at	MYOZ3					
1562002_at	MYOZ3					
1562000_at	LOC400620					
1561997_at	TRIM64EP					
1561990_at	LOC157931					
1561988_at	LOC286068					
1561985_at	C14orf39					
1561984_at	LINC00838					
1561983_at	LINC01206					
1561979_at	LOC100505635					
1561978_at	LOC284798					
1561976_at	C1orf167					
1561973_at	SMARCC2					
1561969_at	ZPLD1					
1561966_at	LOC101927647					
1561965_at	SNRPB2					
1561963_at	MIR4296					
1561961_at	PHF2P1					
1561960_at	CSPG4P5					
1561951_at	SLC5A12					
1561948_at	COQ10B					
1561942_x_at	ERVK13-1					
1561939_at	DYNC2H1					
1561928_s_at	ANKUB1					
1561927_at	ANKUB1					
1561923_a_at	SF3B6					
1561908_a_at	HS3ST3B1					
1561899_at	CLECL1					
1561897_at	LOC105370746					
1561894_at	C7orf49					
1561892_at	ZMYM6					
1561891_at	LOC101928668					
1561890_at	C10orf128					
1561884_at	CEPT1					
1561882_at	SYTL3					
1561881_at	LINC01592					
1561880_a_at	SIGLEC16					
1561877_at	LOC100996624					
1561853_a_at	IL23R					
1561850_at	LOC100133669					
1561849_at	PKD1L2					
1561847_at	NUDT17					
1561846_s_at	CCDC168					
1561820_at	SCN8A					
1561806_at	LOC101928741					
1561795_at	LINC01393					
1561785_at	MUC4					
1561765_at	LOC105377925					
1561761_x_at	LOC645513					
1561760_s_at	LOC645513					
1561759_at	LOC645513					
1561757_a_at	LOC283352					
1561741_at	LOC101929224					
1561732_at	LOC101929181					
1561731_at	LOC101927636					
1561728_a_at	LINC00642					
1561726_s_at	CD81-AS1					
1561721_a_at	C12orf40					
1561720_at	RECQL5					
1561719_at	LOC101928196					
1561714_a_at	B3GALNT2					
1561710_at	SNX19					
1561708_at	MB21D1					
1561707_at	LINC00895					
1561704_at	LOC101927829					
1561699_a_at	ATP11A-AS1					
1561693_at	LOC400794					
1561691_at	LINC00326					
1562718_at	LOC102724449					
1562717_at	LINC00299					
1562716_at	LOC284632					
1562713_a_at	NETO1					
1561688_at	LOC101929662					
1561687_a_at	ZNF382					
1561685_a_at	LOC441178					
1561682_at	TTLL7-IT1					
1561678_at	LOC101929486					
1561677_at	MACROD2					
1561676_at	PRICKLE2-AS3					
1561673_at	LOC101929151					
1561671_at	LOC286121					
1561666_a_at	PSMG3-AS1					
1561665_at	LOC100421171					
1561660_at	SLC25A53					
1561652_at	BECN1					
1561651_s_at	TAL1					
1561650_s_at	LOC285692					
1561633_at	HMGA2					
1561625_at	LOC101928565					
1561622_at	LOC101928314					
1561619_at	LINGO1-AS2					
1561618_at	DPP10-AS3					
1561617_at	DNAH6					
1561616_a_at	DNAH6					
1561615_s_at	SLC8A1					
1561614_at	SLC8A1					
1561612_at	LOC101928280					
1561609_at	MIR548XHG					
1561607_at	LOC101929384					
1561605_at	LOC101928326					
1561602_at	LOC100129476					
1561595_x_at	LOC101928238					
1561592_at	LOC101928823					
1561590_a_at	CNTFR-AS1					
1561589_a_at	NBEAL1					
1561587_at	LINC00907					
1561585_at	RCBTB2					
1561579_at	LOC728445					
1561578_s_at	SLC25A53					
1561577_at	LOC101928475					
1561573_at	LOC101927523					
1561572_at	LOC101929284					
1561571_at	LOC102724699					
1561567_at	LOC101928491					
1561566_at	LINC01098					
1561565_at	LOC101928309					
1561559_at	LOC101927948					
1561558_at	PRKG1-AS1					
1561557_at	LOC105378419					
1561555_at	LINC00970					
1561554_at	LOC101928418					
1561553_at	LOC101929147					
1561550_at	LOC101928012					
1561546_at	FGD5-AS1					
1561545_at	EPN2-AS1					
1561544_at	LOC101927058					
1561540_at	LINC00343					
1561539_at	LOC100506368					
1561537_at	OGFRP1					
1561536_at	LOC283435					
1561535_at	LOC101928273					
1561532_at	DACT3-AS1					
1561531_at	PLCH1-AS1					
1561530_at	LOC101927164					
1561528_at	LOC101927592					
1561527_at	LINC01514					
1561525_at	LOC101927494					
1561523_at	CCDC65					
1561521_at	S100B					
1561519_at	LOC101927346					
1561518_at	LINC01566					
1561517_at	SSPN					
1561516_at	LOC101928995					
1561514_at	LOC400655					
1561513_at	LOC101927310					
1561512_at	LOC101928861					
1561509_at	BEND7					
1561507_at	FFAR1					
1561506_at	BARX1-AS1					
1561504_s_at	MYLK4					
1561503_at	MYLK4					
1561502_x_at	CTU2					
1561501_s_at	CTU2					
1561500_at	CTU2					
1561499_at	LOC101927958					
1561493_at	LOC105370832					
1561492_at	LINC01192					
1561491_at	LOC283214					
1561490_at	NPSR1-AS1					
1561488_at	LOC105377938					
1561486_at	ROCK1					
1561485_at	IQCA1					
1561482_at	RSU1P2					
1561481_at	LOC101928435					
1561478_at	LINC00560					
1561476_at	CASC6					
1561474_at	LOC101929312					
1561473_at	LOC102546226					
1561472_at	LOC728805					
1561471_at	CPEB2-AS1					
1561469_at	LOC101928865					
1561460_at	LOC101928185					
1561459_at	LOC101929526					
1561455_at	LOC284294					
1561454_at	LOC101929123					
1561452_at	LOC101928551					
1561451_a_at	LOC101928551					
1561450_at	LOC101928618					
1561448_at	LOC105375483					
1561446_at	LOC101928443					
1561443_at	LOC101928535					
1561442_at	LOC283585					
1561440_at	LOC105378702					
1561437_at	MCHR2-AS1					
1561436_at	LOC101927877					
1561433_at	MED15P9					
1561432_at	LOC105374419					
1561430_s_at	MAATS1					
1561429_a_at	MAATS1					
1561427_at	LOC101928333					
1561425_a_at	ZNF568					
1561424_at	LOC101928907					
1561423_at	LINC00535					
1561422_at	LOC101928727					
1561420_a_at	LOC101927051					
1561419_at	LOC101927051					
1561414_at	LINC01242					
1561413_at	CTB-113P19.1					
1561411_at	LINC01222					
1561403_at	SOHLH1					
1561402_at	LINC00880					
1561401_at	LOC285627					
1561400_at	LINC01180					
1561398_at	LINC01505					
1561396_at	EPHA6					
1561394_s_at	KIAA1755					
1561393_at	KIAA1755					
1561353_at	LOC101927690					
1561352_at	LINC01204					
1561348_at	LOC339874					
1561347_a_at	LOC101927166					
1561346_at	LOC101927166					
1561345_at	LOC101928009					
1561343_a_at	LOC150005					
1561342_at	LOC150005					
1561340_at	LOC105378311					
